transaction_id,date,customer_id,segment,branch,product,transaction_type,category,amount,status
TXN002053,2024-02-21,CUS0172,Retail,Kuala Lumpur,Credit Card,Deposit,Online Transfer In,588.92,Completed
TXN002054,2024-11-25,CUS0174,SME,Johor Bahru,Savings Account,Deposit,Salary Credit,6898.2,Completed
TXN002055,2024-03-14,CUS0122,SME,Penang,Personal Loan,Deposit,Cash Deposit,6738.0,Completed
TXN002056,2024-10-04,CUS0124,Retail,Kuala Lumpur,Fixed Deposit,Deposit,Salary Credit,586.36,Completed
TXN002057,2024-03-12,CUS0173,SME,Ipoh,Credit Card,Deposit,Salary Credit,2997.8,Completed
TXN002058,2024-06-06,CUS0089,SME,Penang,Fixed Deposit,Payment,Bill Payment,1344.09,Completed
TXN002059,2024-10-05,CUS0181,Retail,Johor Bahru,Fixed Deposit,Withdrawal,ATM Withdrawal,108.47,Completed
TXN002060,2024-01-23,CUS0187,Wealth Management,Johor Bahru,Savings Account,Deposit,Salary Credit,422.62,Completed
TXN002061,2024-07-31,CUS0190,SME,Penang,Current Account,Deposit,Online Transfer In,10495.5,Completed
TXN002062,2024-04-26,CUS0057,Retail,Johor Bahru,Credit Card,Withdrawal,ATM Withdrawal,321.61,Completed
TXN002063,2024-05-26,CUS0004,Wealth Management,Ipoh,Current Account,Transfer,Interbank Transfer,4154.88,Pending
TXN002064,2024-02-27,CUS0091,Retail,Petaling Jaya,Credit Card,Payment,E-wallet Top Up,3392.38,Completed
TXN002065,2024-02-22,CUS0028,Wealth Management,Ipoh,Fixed Deposit,Deposit,Salary Credit,5675.83,Completed
TXN002066,2024-03-01,CUS0093,Wealth Management,Penang,Fixed Deposit,Loan Repayment,Car Loan,62217.63,Pending
TXN002067,2024-11-05,CUS0046,Wealth Management,Penang,Current Account,Deposit,Salary Credit,2466.83,Completed
TXN002068,2024-11-03,CUS0047,SME,Johor Bahru,Current Account,Loan Repayment,Car Loan,43546.99,Completed
TXN002069,2024-11-15,CUS0129,SME,Ipoh,Fixed Deposit,Withdrawal,Cash Withdrawal,9115.84,Completed
TXN002070,2024-09-12,CUS0087,Retail,Johor Bahru,Fixed Deposit,Deposit,Cash Deposit,4478.77,Pending
TXN002071,2024-03-17,CUS0099,Retail,Ipoh,Current Account,Deposit,Salary Credit,825.4,Completed
TXN002072,2024-09-01,CUS0047,SME,Johor Bahru,Savings Account,Payment,Merchant Payment,2231.94,Completed
TXN002073,2024-05-22,CUS0187,Wealth Management,Johor Bahru,Current Account,Payment,E-wallet Top Up,8079.48,Completed
TXN002074,2024-07-16,CUS0055,SME,Penang,Fixed Deposit,Withdrawal,ATM Withdrawal,2512.27,Completed
TXN002075,2024-12-21,CUS0111,SME,Kuala Lumpur,Credit Card,Payment,Merchant Payment,5564.52,Completed
TXN002076,2024-11-30,CUS0120,Wealth Management,Penang,Current Account,Transfer,IBG Transfer,9934.49,Completed
TXN002077,2024-10-02,CUS0188,SME,Johor Bahru,Personal Loan,Loan Repayment,Car Loan,9025.21,Completed
TXN002078,2024-07-15,CUS0078,Retail,Johor Bahru,Savings Account,Loan Repayment,Home Loan,898.76,Completed
TXN002079,2024-10-22,CUS0197,SME,Johor Bahru,Current Account,Payment,E-wallet Top Up,3177.87,Completed
TXN002080,2024-01-02,CUS0100,Wealth Management,Ipoh,Current Account,Withdrawal,Cash Withdrawal,3008.06,Failed
TXN002081,2024-10-12,CUS0076,SME,Johor Bahru,Credit Card,Deposit,Cash Deposit,811.66,Pending
TXN002082,2024-06-27,CUS0004,Wealth Management,Ipoh,Fixed Deposit,Deposit,Salary Credit,2784.5,Completed
TXN002083,2024-08-23,CUS0134,Wealth Management,Johor Bahru,Current Account,Withdrawal,Cash Withdrawal,1470.12,Completed
TXN002084,2024-05-04,CUS0160,Wealth Management,Petaling Jaya,Current Account,Loan Repayment,Car Loan,2759.88,Completed
TXN002085,2024-03-11,CUS0182,SME,Ipoh,Savings Account,Deposit,Online Transfer In,1558.49,Pending
TXN002086,2024-01-14,CUS0035,SME,Petaling Jaya,Credit Card,Withdrawal,Cash Withdrawal,2998.0,Completed
TXN002087,2024-10-24,CUS0153,SME,Kuala Lumpur,Savings Account,Deposit,Online Transfer In,443.25,Completed
TXN002088,2024-01-16,CUS0084,Retail,Ipoh,Current Account,Loan Repayment,Home Loan,3915.88,Completed
TXN002089,2024-02-09,CUS0160,Wealth Management,Petaling Jaya,Savings Account,Deposit,Salary Credit,34198.66,Completed
TXN002090,2024-04-03,CUS0055,SME,Penang,Credit Card,Payment,Bill Payment,1324.75,Completed
TXN002091,2024-06-02,CUS0181,Retail,Johor Bahru,Credit Card,Loan Repayment,Personal Loan,1216.08,Completed
TXN002092,2024-11-26,CUS0088,Retail,Johor Bahru,Savings Account,Transfer,DuitNow Transfer,5734.63,Completed
TXN002093,2024-11-24,CUS0011,SME,Penang,Savings Account,Withdrawal,ATM Withdrawal,3392.92,Completed
TXN002094,2024-01-06,CUS0060,SME,Ipoh,Credit Card,Withdrawal,ATM Withdrawal,5215.46,Completed
TXN002095,2024-12-30,CUS0087,Retail,Johor Bahru,Fixed Deposit,Payment,E-wallet Top Up,171.73,Pending
TXN002096,2024-12-29,CUS0048,SME,Kuala Lumpur,Current Account,Loan Repayment,Car Loan,1327.88,Completed
TXN002097,2024-02-17,CUS0129,SME,Ipoh,Personal Loan,Withdrawal,Cash Withdrawal,12876.68,Completed
TXN002098,2024-07-24,CUS0058,Wealth Management,Petaling Jaya,Personal Loan,Withdrawal,ATM Withdrawal,48895.47,Completed
TXN002099,2024-10-13,CUS0147,Retail,Kuala Lumpur,Personal Loan,Payment,Bill Payment,937.42,Completed
TXN002100,2024-06-09,CUS0193,Wealth Management,Petaling Jaya,Credit Card,Payment,Merchant Payment,5760.16,Completed
TXN002101,2024-07-09,CUS0059,Wealth Management,Johor Bahru,Credit Card,Withdrawal,ATM Withdrawal,39052.02,Completed
TXN002102,2024-02-09,CUS0121,Wealth Management,Penang,Fixed Deposit,Deposit,Salary Credit,3184.3,Completed
TXN002103,2024-05-02,CUS0151,Wealth Management,Ipoh,Fixed Deposit,Transfer,IBG Transfer,1734.71,Completed
TXN002104,2024-04-18,CUS0187,Wealth Management,Johor Bahru,Personal Loan,Deposit,Salary Credit,5451.39,Completed
TXN002105,2024-10-09,CUS0012,Retail,Penang,Current Account,Transfer,IBG Transfer,879.3,Completed
TXN002106,2024-05-17,CUS0132,SME,Petaling Jaya,Savings Account,Deposit,Salary Credit,25099.0,Failed
TXN002107,2024-10-15,CUS0057,Retail,Johor Bahru,Credit Card,Loan Repayment,Home Loan,837.17,Completed
TXN002108,2024-06-07,CUS0113,SME,Ipoh,Savings Account,Transfer,IBG Transfer,249.6,Failed
TXN002109,2024-09-13,CUS0109,Retail,Ipoh,Current Account,Transfer,DuitNow Transfer,17256.2,Completed
TXN002110,2024-07-01,CUS0144,SME,Penang,Current Account,Payment,E-wallet Top Up,1070.58,Completed
TXN002111,2024-07-27,CUS0064,Wealth Management,Johor Bahru,Personal Loan,Deposit,Cash Deposit,9446.81,Completed
TXN002112,2024-10-27,CUS0123,Retail,Johor Bahru,Credit Card,Withdrawal,ATM Withdrawal,107.94,Completed
TXN002113,2024-03-23,CUS0184,SME,Ipoh,Current Account,Deposit,Cash Deposit,31658.1,Completed
TXN002114,2024-02-17,CUS0098,Wealth Management,Petaling Jaya,Current Account,Deposit,Online Transfer In,1191.64,Completed
TXN002115,2024-09-13,CUS0154,Retail,Ipoh,Personal Loan,Withdrawal,ATM Withdrawal,2356.02,Failed
TXN002116,2024-09-24,CUS0083,Retail,Johor Bahru,Fixed Deposit,Loan Repayment,Personal Loan,2860.09,Completed
TXN002117,2024-05-28,CUS0158,Wealth Management,Penang,Fixed Deposit,Withdrawal,Cash Withdrawal,16778.7,Completed
TXN002118,2024-12-30,CUS0160,Wealth Management,Petaling Jaya,Credit Card,Payment,Bill Payment,8908.74,Completed
TXN002119,2024-02-08,CUS0022,Wealth Management,Penang,Current Account,Loan Repayment,Personal Loan,57367.34,Completed
TXN002120,2024-01-08,CUS0042,Wealth Management,Johor Bahru,Current Account,Payment,Bill Payment,861.95,Completed
TXN002121,2024-02-14,CUS0093,Wealth Management,Penang,Credit Card,Transfer,Interbank Transfer,7343.6,Completed
TXN002122,2024-05-31,CUS0145,SME,Penang,Current Account,Transfer,IBG Transfer,1786.06,Completed
TXN002123,2024-06-29,CUS0116,Wealth Management,Kuala Lumpur,Savings Account,Loan Repayment,Car Loan,1830.87,Completed
TXN002124,2024-08-30,CUS0088,Retail,Johor Bahru,Fixed Deposit,Payment,Merchant Payment,360.19,Completed
TXN002125,2024-03-12,CUS0019,Retail,Petaling Jaya,Savings Account,Payment,E-wallet Top Up,299.27,Failed
TXN002126,2024-07-05,CUS0157,Wealth Management,Kuala Lumpur,Fixed Deposit,Payment,Bill Payment,94.15,Completed
TXN002127,2024-03-07,CUS0003,Retail,Petaling Jaya,Credit Card,Loan Repayment,Personal Loan,605.89,Completed
TXN002128,2024-07-10,CUS0192,Retail,Petaling Jaya,Savings Account,Loan Repayment,Car Loan,15131.29,Completed
TXN002129,2024-05-14,CUS0150,SME,Penang,Savings Account,Loan Repayment,Car Loan,4328.04,Completed
TXN002130,2024-05-05,CUS0190,SME,Penang,Personal Loan,Deposit,Online Transfer In,889.31,Completed
TXN002131,2024-07-11,CUS0097,Retail,Kuala Lumpur,Current Account,Deposit,Cash Deposit,13.19,Completed
TXN002132,2024-07-17,CUS0178,SME,Petaling Jaya,Credit Card,Deposit,Salary Credit,82.94,Completed
TXN002133,2024-08-27,CUS0026,Wealth Management,Petaling Jaya,Personal Loan,Transfer,DuitNow Transfer,12350.53,Pending
TXN002134,2024-02-13,CUS0050,Retail,Penang,Current Account,Payment,Bill Payment,80.3,Completed
TXN002135,2024-04-12,CUS0133,Wealth Management,Kuala Lumpur,Credit Card,Payment,Merchant Payment,141294.63,Completed
TXN002136,2024-11-05,CUS0176,SME,Petaling Jaya,Credit Card,Transfer,DuitNow Transfer,4184.14,Completed
TXN002137,2024-05-22,CUS0171,Retail,Petaling Jaya,Credit Card,Payment,Bill Payment,5513.4,Completed
TXN002138,2024-03-15,CUS0180,Retail,Ipoh,Current Account,Withdrawal,Cash Withdrawal,422.92,Completed
TXN002139,2024-07-13,CUS0099,Retail,Ipoh,Savings Account,Deposit,Online Transfer In,188.71,Pending
TXN002140,2024-08-30,CUS0087,Retail,Johor Bahru,Current Account,Transfer,DuitNow Transfer,88.0,Completed
TXN002141,2024-08-04,CUS0025,Wealth Management,Petaling Jaya,Fixed Deposit,Deposit,Online Transfer In,605.26,Completed
TXN002142,2024-03-13,CUS0186,SME,Petaling Jaya,Savings Account,Withdrawal,ATM Withdrawal,178.29,Completed
TXN002143,2024-12-30,CUS0172,Retail,Kuala Lumpur,Credit Card,Deposit,Cash Deposit,199.37,Completed
TXN002144,2024-12-08,CUS0073,Retail,Johor Bahru,Fixed Deposit,Loan Repayment,Home Loan,609.59,Completed
TXN002145,2024-08-07,CUS0167,Wealth Management,Petaling Jaya,Fixed Deposit,Deposit,Salary Credit,6113.11,Pending
TXN002146,2024-04-11,CUS0083,Retail,Johor Bahru,Fixed Deposit,Transfer,IBG Transfer,1787.11,Pending
TXN002147,2024-10-01,CUS0062,Wealth Management,Penang,Current Account,Payment,Merchant Payment,5442.55,Pending
TXN002148,2024-12-20,CUS0172,Retail,Kuala Lumpur,Personal Loan,Payment,Merchant Payment,954.08,Completed
TXN002149,2024-11-01,CUS0077,Wealth Management,Kuala Lumpur,Current Account,Deposit,Online Transfer In,4201.87,Completed
TXN002150,2024-03-15,CUS0132,SME,Petaling Jaya,Fixed Deposit,Loan Repayment,Personal Loan,2183.3,Completed
TXN002151,2024-03-18,CUS0109,Retail,Ipoh,Credit Card,Transfer,IBG Transfer,934.11,Pending
TXN002152,2024-02-28,CUS0035,SME,Petaling Jaya,Credit Card,Payment,Merchant Payment,213.61,Completed
TXN002153,2024-03-05,CUS0184,SME,Ipoh,Credit Card,Deposit,Cash Deposit,7113.91,Completed
TXN002154,2024-01-19,CUS0139,Retail,Kuala Lumpur,Current Account,Loan Repayment,Home Loan,243.08,Completed
TXN002155,2024-12-22,CUS0139,Retail,Kuala Lumpur,Personal Loan,Withdrawal,Cash Withdrawal,436.84,Completed
TXN002156,2024-04-20,CUS0015,Retail,Johor Bahru,Fixed Deposit,Loan Repayment,Car Loan,40943.19,Completed
TXN002157,2024-07-08,CUS0168,SME,Petaling Jaya,Fixed Deposit,Withdrawal,ATM Withdrawal,3896.87,Completed
TXN002158,2024-03-04,CUS0027,SME,Johor Bahru,Credit Card,Transfer,Interbank Transfer,1352.73,Completed
TXN002159,2024-07-29,CUS0173,SME,Ipoh,Fixed Deposit,Payment,Merchant Payment,3814.26,Completed
TXN002160,2024-09-24,CUS0074,Retail,Kuala Lumpur,Fixed Deposit,Loan Repayment,Car Loan,201.9,Completed
TXN002161,2024-08-07,CUS0047,SME,Johor Bahru,Fixed Deposit,Withdrawal,Cash Withdrawal,2644.4,Completed
TXN002162,2024-10-04,CUS0005,Wealth Management,Johor Bahru,Credit Card,Loan Repayment,Home Loan,13666.59,Completed
TXN002163,2024-05-25,CUS0173,SME,Ipoh,Personal Loan,Payment,E-wallet Top Up,21211.92,Pending
TXN002164,2024-02-23,CUS0195,SME,Ipoh,Savings Account,Deposit,Salary Credit,1066.53,Completed
TXN002165,2024-02-23,CUS0167,Wealth Management,Petaling Jaya,Credit Card,Loan Repayment,Car Loan,3187.32,Completed
TXN002166,2024-02-21,CUS0092,Retail,Kuala Lumpur,Credit Card,Loan Repayment,Personal Loan,1294.65,Completed
TXN002167,2024-05-28,CUS0081,Retail,Johor Bahru,Credit Card,Deposit,Online Transfer In,178.33,Completed
TXN002168,2024-07-14,CUS0154,Retail,Ipoh,Savings Account,Payment,E-wallet Top Up,7417.02,Completed
TXN002169,2024-06-28,CUS0179,Wealth Management,Ipoh,Credit Card,Payment,Bill Payment,1746.37,Completed
TXN002170,2024-07-10,CUS0018,Wealth Management,Petaling Jaya,Current Account,Payment,Bill Payment,1330.14,Completed
TXN002171,2024-05-15,CUS0092,Retail,Kuala Lumpur,Fixed Deposit,Transfer,Interbank Transfer,5216.7,Completed
TXN002172,2024-05-03,CUS0093,Wealth Management,Penang,Savings Account,Payment,E-wallet Top Up,9930.53,Pending
TXN002173,2024-01-08,CUS0108,SME,Ipoh,Savings Account,Payment,Bill Payment,2825.72,Completed
TXN002174,2024-11-03,CUS0008,Wealth Management,Petaling Jaya,Fixed Deposit,Transfer,Interbank Transfer,12990.76,Completed
TXN002175,2024-05-03,CUS0158,Wealth Management,Penang,Personal Loan,Loan Repayment,Car Loan,1995.14,Failed
TXN002176,2024-01-27,CUS0122,SME,Penang,Personal Loan,Withdrawal,Cash Withdrawal,1159.34,Completed
TXN002177,2024-03-29,CUS0117,SME,Kuala Lumpur,Credit Card,Payment,E-wallet Top Up,1201.11,Pending
TXN002178,2024-08-11,CUS0192,Retail,Petaling Jaya,Current Account,Loan Repayment,Home Loan,5436.4,Completed
TXN002179,2024-11-19,CUS0148,Retail,Ipoh,Personal Loan,Withdrawal,ATM Withdrawal,5122.0,Completed
TXN002180,2024-03-22,CUS0115,Wealth Management,Ipoh,Fixed Deposit,Transfer,Interbank Transfer,6384.65,Completed
TXN002181,2024-08-11,CUS0168,SME,Petaling Jaya,Savings Account,Deposit,Salary Credit,7573.4,Completed
TXN002182,2024-01-15,CUS0067,Wealth Management,Petaling Jaya,Personal Loan,Loan Repayment,Home Loan,22710.2,Completed
TXN002183,2024-07-14,CUS0074,Retail,Kuala Lumpur,Savings Account,Deposit,Online Transfer In,2080.71,Completed
TXN002184,2024-11-20,CUS0165,SME,Ipoh,Fixed Deposit,Withdrawal,Cash Withdrawal,494.53,Completed
TXN002185,2024-04-09,CUS0138,Wealth Management,Petaling Jaya,Personal Loan,Withdrawal,Cash Withdrawal,11913.48,Completed
TXN002186,2024-12-03,CUS0095,Wealth Management,Ipoh,Savings Account,Payment,Merchant Payment,18065.09,Completed
TXN002187,2024-11-22,CUS0145,SME,Penang,Personal Loan,Withdrawal,ATM Withdrawal,1664.93,Completed
TXN002188,2024-11-01,CUS0089,SME,Penang,Savings Account,Deposit,Cash Deposit,10293.8,Completed
TXN002189,2024-04-02,CUS0123,Retail,Johor Bahru,Savings Account,Transfer,DuitNow Transfer,9833.3,Completed
TXN002190,2024-07-19,CUS0189,Wealth Management,Penang,Savings Account,Transfer,IBG Transfer,7291.42,Completed
TXN002191,2024-02-07,CUS0037,Wealth Management,Ipoh,Credit Card,Deposit,Cash Deposit,4164.8,Pending
TXN002192,2024-12-17,CUS0005,Wealth Management,Johor Bahru,Credit Card,Deposit,Salary Credit,61669.69,Completed
TXN002193,2024-08-18,CUS0195,SME,Ipoh,Current Account,Transfer,Interbank Transfer,349.45,Completed
TXN002194,2024-12-03,CUS0073,Retail,Johor Bahru,Personal Loan,Deposit,Salary Credit,4167.67,Completed
TXN002195,2024-06-24,CUS0008,Wealth Management,Petaling Jaya,Fixed Deposit,Deposit,Salary Credit,25729.94,Completed
TXN002196,2024-10-06,CUS0040,SME,Kuala Lumpur,Savings Account,Loan Repayment,Personal Loan,4630.32,Completed
TXN002197,2024-04-08,CUS0078,Retail,Johor Bahru,Personal Loan,Transfer,IBG Transfer,24141.76,Completed
TXN002198,2024-09-19,CUS0155,SME,Johor Bahru,Current Account,Deposit,Online Transfer In,25779.33,Completed
TXN002199,2024-04-21,CUS0170,Retail,Petaling Jaya,Savings Account,Transfer,IBG Transfer,941.86,Completed
TXN002200,2024-12-20,CUS0183,SME,Ipoh,Current Account,Withdrawal,ATM Withdrawal,12934.77,Completed
TXN002201,2024-02-17,CUS0194,Retail,Johor Bahru,Fixed Deposit,Payment,Bill Payment,1357.04,Completed
TXN002202,2024-09-10,CUS0053,Retail,Ipoh,Credit Card,Transfer,DuitNow Transfer,976.83,Completed
TXN002203,2024-05-08,CUS0156,Wealth Management,Penang,Current Account,Payment,Bill Payment,14500.56,Completed
TXN002204,2024-02-22,CUS0090,SME,Johor Bahru,Personal Loan,Transfer,DuitNow Transfer,2410.04,Completed
TXN002205,2024-03-25,CUS0164,SME,Penang,Current Account,Loan Repayment,Car Loan,442.01,Pending
TXN002206,2024-08-16,CUS0006,Retail,Kuala Lumpur,Credit Card,Payment,Merchant Payment,2495.93,Completed
TXN002207,2024-11-14,CUS0112,SME,Penang,Savings Account,Transfer,DuitNow Transfer,34179.27,Completed
TXN002208,2024-10-17,CUS0077,Wealth Management,Kuala Lumpur,Fixed Deposit,Payment,Bill Payment,4647.23,Completed
TXN002209,2024-03-26,CUS0042,Wealth Management,Johor Bahru,Savings Account,Deposit,Cash Deposit,2716.85,Pending
TXN002210,2024-07-28,CUS0141,Retail,Johor Bahru,Fixed Deposit,Transfer,Interbank Transfer,7184.44,Completed
TXN002211,2024-07-22,CUS0003,Retail,Petaling Jaya,Savings Account,Loan Repayment,Car Loan,422.64,Completed
TXN002212,2024-04-05,CUS0021,SME,Penang,Fixed Deposit,Transfer,DuitNow Transfer,135.04,Completed
TXN002213,2024-07-09,CUS0069,Retail,Kuala Lumpur,Current Account,Withdrawal,Cash Withdrawal,1631.31,Completed
TXN002214,2024-06-12,CUS0175,Wealth Management,Johor Bahru,Savings Account,Deposit,Salary Credit,6149.08,Completed
TXN002215,2024-10-17,CUS0193,Wealth Management,Petaling Jaya,Fixed Deposit,Withdrawal,Cash Withdrawal,1808.83,Completed
TXN002216,2024-07-16,CUS0148,Retail,Ipoh,Fixed Deposit,Loan Repayment,Home Loan,207.35,Completed
TXN002217,2024-02-22,CUS0092,Retail,Kuala Lumpur,Personal Loan,Loan Repayment,Home Loan,147.4,Completed
TXN002218,2024-02-08,CUS0106,Wealth Management,Penang,Personal Loan,Loan Repayment,Personal Loan,7336.58,Completed
TXN002219,2024-08-10,CUS0165,SME,Ipoh,Fixed Deposit,Payment,E-wallet Top Up,4560.61,Completed
TXN002220,2024-01-26,CUS0017,Wealth Management,Ipoh,Credit Card,Withdrawal,ATM Withdrawal,290.59,Completed
TXN002221,2024-03-02,CUS0079,Retail,Petaling Jaya,Savings Account,Transfer,DuitNow Transfer,2913.42,Completed
TXN002222,2024-10-29,CUS0043,SME,Johor Bahru,Credit Card,Loan Repayment,Car Loan,1384.35,Completed
TXN002223,2024-01-10,CUS0054,SME,Kuala Lumpur,Personal Loan,Deposit,Cash Deposit,4295.92,Failed
TXN002224,2024-03-08,CUS0055,SME,Penang,Credit Card,Payment,Merchant Payment,2620.97,Completed
TXN002225,2024-01-21,CUS0011,SME,Penang,Fixed Deposit,Loan Repayment,Personal Loan,538.78,Completed
TXN002226,2024-02-18,CUS0031,SME,Penang,Credit Card,Deposit,Cash Deposit,2869.31,Completed
TXN002227,2024-06-26,CUS0174,SME,Johor Bahru,Credit Card,Transfer,DuitNow Transfer,540.92,Completed
TXN002228,2024-11-09,CUS0149,Retail,Kuala Lumpur,Savings Account,Transfer,DuitNow Transfer,572.42,Completed
TXN002229,2024-11-24,CUS0092,Retail,Kuala Lumpur,Savings Account,Payment,Merchant Payment,454.09,Completed
TXN002230,2024-01-15,CUS0129,SME,Ipoh,Current Account,Loan Repayment,Home Loan,23606.95,Completed
TXN002231,2024-02-23,CUS0148,Retail,Ipoh,Fixed Deposit,Deposit,Salary Credit,1379.18,Completed
TXN002232,2024-03-28,CUS0043,SME,Johor Bahru,Savings Account,Payment,Bill Payment,303.9,Completed
TXN002233,2024-01-03,CUS0162,Wealth Management,Ipoh,Savings Account,Transfer,Interbank Transfer,4456.32,Completed
TXN002234,2024-01-25,CUS0188,SME,Johor Bahru,Fixed Deposit,Deposit,Salary Credit,1167.58,Completed
TXN002235,2024-11-09,CUS0083,Retail,Johor Bahru,Credit Card,Transfer,Interbank Transfer,3844.09,Completed
TXN002236,2024-10-25,CUS0168,SME,Petaling Jaya,Credit Card,Withdrawal,ATM Withdrawal,327.32,Completed
TXN002237,2024-10-26,CUS0004,Wealth Management,Ipoh,Credit Card,Transfer,IBG Transfer,16960.27,Completed
TXN002238,2024-09-27,CUS0168,SME,Petaling Jaya,Current Account,Deposit,Online Transfer In,678.42,Completed
TXN002239,2024-06-13,CUS0125,Retail,Penang,Credit Card,Payment,Merchant Payment,1318.28,Completed
TXN002240,2024-12-30,CUS0129,SME,Ipoh,Savings Account,Transfer,DuitNow Transfer,252.13,Completed
TXN002241,2024-12-21,CUS0017,Wealth Management,Ipoh,Savings Account,Withdrawal,ATM Withdrawal,3568.13,Completed
TXN002242,2024-04-18,CUS0006,Retail,Kuala Lumpur,Savings Account,Payment,Bill Payment,574.82,Completed
TXN002243,2024-04-06,CUS0026,Wealth Management,Petaling Jaya,Credit Card,Payment,Merchant Payment,2452.64,Completed
TXN002244,2024-06-08,CUS0066,SME,Kuala Lumpur,Credit Card,Withdrawal,Cash Withdrawal,522.82,Completed
TXN002245,2024-03-07,CUS0042,Wealth Management,Johor Bahru,Current Account,Loan Repayment,Home Loan,2068.74,Pending
TXN002246,2024-11-13,CUS0157,Wealth Management,Kuala Lumpur,Personal Loan,Payment,Merchant Payment,14941.34,Completed
TXN002247,2024-02-05,CUS0102,Wealth Management,Ipoh,Fixed Deposit,Payment,Bill Payment,24968.46,Completed
TXN002248,2024-11-27,CUS0163,SME,Ipoh,Savings Account,Transfer,Interbank Transfer,1086.93,Completed
TXN002249,2024-02-26,CUS0066,SME,Kuala Lumpur,Current Account,Deposit,Online Transfer In,1172.99,Completed
TXN002250,2024-05-16,CUS0134,Wealth Management,Johor Bahru,Savings Account,Payment,Bill Payment,17853.7,Completed
TXN002251,2024-06-29,CUS0011,SME,Penang,Fixed Deposit,Loan Repayment,Car Loan,6740.5,Completed
TXN002252,2024-06-30,CUS0101,Wealth Management,Kuala Lumpur,Credit Card,Loan Repayment,Home Loan,103133.08,Completed
TXN002253,2024-08-08,CUS0036,Wealth Management,Ipoh,Personal Loan,Payment,E-wallet Top Up,36623.26,Completed
TXN002254,2024-07-08,CUS0179,Wealth Management,Ipoh,Savings Account,Payment,Merchant Payment,4353.48,Completed
TXN002255,2024-08-04,CUS0199,Retail,Penang,Current Account,Payment,E-wallet Top Up,1699.74,Completed
TXN002256,2024-10-31,CUS0183,SME,Ipoh,Fixed Deposit,Payment,Bill Payment,5965.46,Completed
TXN002257,2024-08-09,CUS0103,SME,Penang,Savings Account,Payment,E-wallet Top Up,238.67,Completed
TXN002258,2024-04-22,CUS0035,SME,Petaling Jaya,Savings Account,Withdrawal,ATM Withdrawal,3322.65,Completed
TXN002259,2024-05-16,CUS0199,Retail,Penang,Current Account,Deposit,Online Transfer In,4680.49,Completed
TXN002260,2024-04-25,CUS0173,SME,Ipoh,Personal Loan,Deposit,Cash Deposit,1731.3,Completed
TXN002261,2024-07-20,CUS0107,SME,Kuala Lumpur,Savings Account,Payment,Merchant Payment,4757.4,Completed
TXN002262,2024-04-15,CUS0054,SME,Kuala Lumpur,Current Account,Transfer,DuitNow Transfer,5371.01,Completed
TXN002263,2024-05-27,CUS0074,Retail,Kuala Lumpur,Personal Loan,Transfer,Interbank Transfer,268.47,Completed
TXN002264,2024-04-04,CUS0168,SME,Petaling Jaya,Personal Loan,Deposit,Salary Credit,14571.72,Pending
TXN002265,2024-06-05,CUS0192,Retail,Petaling Jaya,Current Account,Loan Repayment,Car Loan,239.55,Completed
TXN002266,2024-04-05,CUS0167,Wealth Management,Petaling Jaya,Fixed Deposit,Deposit,Salary Credit,2220.59,Completed
TXN002267,2024-12-07,CUS0137,Wealth Management,Penang,Credit Card,Withdrawal,ATM Withdrawal,929.94,Completed
TXN002268,2024-05-15,CUS0162,Wealth Management,Ipoh,Savings Account,Deposit,Salary Credit,6859.9,Completed
TXN002269,2024-06-29,CUS0019,Retail,Petaling Jaya,Credit Card,Deposit,Online Transfer In,7714.83,Completed
TXN002270,2024-08-29,CUS0180,Retail,Ipoh,Savings Account,Payment,Bill Payment,4861.09,Completed
TXN002271,2024-12-14,CUS0141,Retail,Johor Bahru,Fixed Deposit,Deposit,Online Transfer In,10767.06,Completed
TXN002272,2024-03-26,CUS0107,SME,Kuala Lumpur,Current Account,Loan Repayment,Personal Loan,9631.37,Completed
TXN002273,2024-06-20,CUS0121,Wealth Management,Penang,Credit Card,Deposit,Cash Deposit,1668.12,Completed
TXN002274,2024-05-11,CUS0065,Retail,Petaling Jaya,Credit Card,Transfer,Interbank Transfer,890.89,Completed
TXN002275,2024-06-29,CUS0109,Retail,Ipoh,Fixed Deposit,Payment,Bill Payment,1589.19,Completed
TXN002276,2024-11-01,CUS0167,Wealth Management,Petaling Jaya,Credit Card,Loan Repayment,Personal Loan,7855.71,Completed
TXN002277,2024-11-23,CUS0094,Retail,Ipoh,Savings Account,Loan Repayment,Personal Loan,590.24,Completed
TXN002278,2024-12-03,CUS0141,Retail,Johor Bahru,Current Account,Payment,Bill Payment,1258.66,Completed
TXN002279,2024-10-22,CUS0109,Retail,Ipoh,Credit Card,Deposit,Salary Credit,935.37,Completed
TXN002280,2024-07-12,CUS0121,Wealth Management,Penang,Savings Account,Deposit,Salary Credit,1366.48,Pending
TXN002281,2024-09-26,CUS0080,Retail,Ipoh,Current Account,Loan Repayment,Car Loan,630.25,Completed
TXN002282,2024-07-19,CUS0024,Wealth Management,Penang,Personal Loan,Transfer,DuitNow Transfer,1064.99,Completed
TXN002283,2024-04-07,CUS0170,Retail,Petaling Jaya,Savings Account,Transfer,DuitNow Transfer,1495.82,Completed
TXN002284,2024-03-03,CUS0006,Retail,Kuala Lumpur,Credit Card,Transfer,Interbank Transfer,5922.67,Completed
TXN002285,2024-05-27,CUS0066,SME,Kuala Lumpur,Savings Account,Loan Repayment,Car Loan,7054.72,Pending
